"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","TOBS"
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-03",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-04",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-05",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-06",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-07",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-08",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-09",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-10",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-11",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-12",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-13",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-14",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-15",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-16",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-17",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-18",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-19",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-20",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-21",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-22",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-23",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-24",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-25",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-26",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-27",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-28",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-29",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-30",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-10-31",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-11-01",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-11-02",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-11-03",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-11-04",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-11-05",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-11-06",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2018-11-07",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-06",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-07",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-08",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-18",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-19",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-20",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-21",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-22",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-23",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-24",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-25",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-26",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-27",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-28",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-29",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-04-30",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-01",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-02",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-03",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-04",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-05",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-06",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-07",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-08",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-09",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-10",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-11",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-12",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-13",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-14",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-15",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-16",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-17",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-18",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-19",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-20",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-21",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-22",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-23",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-24",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-25",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-26",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-27",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-28",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-29",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-30",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-05-31",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-01",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-02",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-03",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-04",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-05",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-06",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-07",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-08",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-09",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-10",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-11",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-12",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-13",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-14",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-15",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-16",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-17",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-18",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-19",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-20",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-21",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-22",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-23",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-24",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-25",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-26",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-27",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-28",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-29",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-06-30",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-07-01",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-07-02",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-07-03",,,,
"US1MNRM0086","SHOREVIEW 2.2 N, MN US","45.115977","-93.14207","275.8","2019-07-04",,,,
