"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-01-30",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-01-31",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-01",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-02",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-03",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-04",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-05",,,"0.01",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-06",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-07",,,"0.01",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-08",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-09",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-10",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-11",,,"0.05",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-20","    9","0.12",,,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-21",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-22",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-23",,,"0.39",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-24",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-25",,,"0.14",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-26",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-27",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-02-28",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-01",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-02",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-03",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-04",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-05",,,"0.23",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-06",,,"1.21",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-07",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-08",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-09",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-10",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-11",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-12",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-13",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-14",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-15",,,"0.09",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-16",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-17",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-18",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-19",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-20",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-21",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-22",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-23",,,"1.07",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-24",,,"0.02",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-25",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-26",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-27",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-28",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-29",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-30",,,"0.89",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-03-31",,,"0.10",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-01",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-02",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-03",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-04",,,"0.49",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-05",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-06",,,"0.52",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-08","    2","0.28",,,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-09",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-10",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-11",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-12",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-13",,,"0.47",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-14",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-15",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-16",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-17",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-18",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-19",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-20",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-21",,,"0.63",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-22",,,"0.15",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-24",,,"0.13",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-25",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-26",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-27",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-28",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-29",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-04-30",,,"0.21",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-01",,,"0.54",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-02",,,"0.04",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-03",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-04",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-05",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-06",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-07",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-08",,,"0.02",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-09",,,"0.02",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-10",,,"0.01",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-11",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-12",,,"1.70",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-13",,,"0.04",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-14",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-15",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-16",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-17",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-18",,,"0.05",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-19",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-20",,,"0.12",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-21",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-22",,,"0.01","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-23",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-24",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-25",,,"0.31",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-26",,,"0.21",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-27",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-28",,,"0.05",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-29",,,"0.05",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-30",,,"0.01",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-05-31",,,"0.15",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-01",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-04","    3","0.00",,,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-05",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-06",,,"0.26",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-07",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-08",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-09",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-10",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-11",,,"0.03",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-12",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-13",,,"0.03",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-14",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-15",,,"0.08",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-16",,,"0.44",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-17",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-18",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-19",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-20",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-21",,,"0.05","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-22",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-23",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-24",,,"0.11",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-25",,,"0.13",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-26",,,"0.00",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-27",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-28",,,"0.09",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-29",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-06-30",,,"0.05",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-01",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-02",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-09","    7","0.54",,,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-10",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-11",,,"0.05",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-12",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-13",,,"0.55",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-14",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-15",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-16",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-18",,,"0.20",,,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-19",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-20",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-21",,,"0.00","0.0",,,,,,,,,,,,
"US1MNRM0163","SAINT PAUL 3.5 WSW, MN US","44.9336","-93.17248","285.9","2022-07-22",,,"0.00","0.0",,,,,,,,,,,,
